a	b	containment	matched_a	matched_b	units_a	units_b
lingapurana_khanda-1_u	sivapurana_sanatkumarasamhita	0.01833	87	89	9897	4856
vamanapurana_u	vayupurana_04_bhuvana-vinyasa_iast	0.01823	30	30	6598	1646
bhagavatapurana_skandha-09_u	visnupurana_u	0.01817	25	25	1376	7383
bhavisyapurana	visnupurana_u	0.01815	134	127	39479	7383
agnipurana_u	vayupurana_01_frame-and-cosmogony_iast	0.01810	25	22	15548	1381
bhavisyapurana	garudapurana_khanda-1_u	0.01800	203	162	39479	11277
bhavisyapurana	vayupurana	0.01800	280	284	39479	15778
markandeyapurana_adhyaya-1-93_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.01790	34	34	6627	1899
sivapurana_karvanamahatmya_au	vayupurana_revakhanda	0.01781	6	7	393	10332
brahmapurana_pu	vayupurana_02_pashupata-yoga_iast	0.01778	8	3	20147	450
mahabharata_12-santiparvan	vayupurana_02_pashupata-yoga_iast	0.01778	8	6	17549	450
sivapurana_sanatkumarasamhita	vayupurana_02_pashupata-yoga_iast	0.01778	8	7	4856	450
vayupurana_01_frame-and-cosmogony_iast	vayupurana_02_pashupata-yoga_iast	0.01778	8	7	1381	450
vayupurana_04_bhuvana-vinyasa_iast	visnupurana_u	0.01762	29	27	1646	7383
bhagavatapurana_skandha-07_u	sivapurana_rudrasamhita	0.01758	15	18	1024	14705
bhavisyapurana	garudapurana_khanda-2_u	0.01749	70	67	39479	4002
bhagavatapurana_skandha-09_u	vayupurana	0.01744	24	24	1376	15778
bhagavatapurana_skandha-09_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01744	24	24	1376	2789
bhavisyapurana	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01721	48	47	39479	2789
garudapurana_khanda-1_u	vayupurana	0.01703	186	192	11277	15778
devibhagavatapurana	sivapurana_vidyesvarasamhita_au	0.01682	38	36	28831	2259
agnipurana_u	matsyapurana_adhyaya-1-176_pu	0.01679	203	204	15548	12151
bhagavatapurana_skandha-09_u	brahmandapurana_khanda-2_u	0.01672	23	22	1376	8444
bhagavatapurana_skandha-12_u	visnupurana_u	0.01663	13	14	842	7383
bhavisyapurana	vayupurana_revakhanda	0.01655	171	146	39479	10332
bhavisyapurana	devibhagavatapurana_devigita_adhyaya-31-40	0.01648	12	6	39479	728
markandeyapurana_adhyaya-1-93_u	vamanapurana_u	0.01637	108	107	6627	6598
devibhagavatapurana	sivapurana_rudrasamhita	0.01632	240	235	28831	14705
mahabharata_06-bhismaparvan	mahabharata_08-karnaparvan	0.01628	93	83	7923	5713
agnipurana_u	padmapurana_a	0.01627	250	253	15548	69897
sivapurana_dharmasamhita	vayupurana_09_upasamhara_iast	0.01620	19	21	7078	1296
bhavisyapurana	lingapurana_khanda-1_u	0.01617	160	146	39479	9897
matsyapurana_adhyaya-1-176_pu	vayupurana_07_shraddha-kalpa_iast	0.01615	19	23	12151	1424
bhavisyapurana	naradapurana_khanda-2_u	0.01604	58	48	39479	3616
bhagavatapurana_skandha-09_u	padmapurana_a	0.01599	21	22	1376	69897
mahabharata_12-santiparvan	vayupurana_01_frame-and-cosmogony_iast	0.01593	18	22	17549	1381
bhavisyapurana	nilamatapurana_au	0.01571	33	19	39479	2100
mahabharata_06-bhismaparvan	mahabharata_09-salyaparvan	0.01561	77	70	7923	4933
padmapurana_a	skandamahapurana_kasikhanda	0.01553	288	234	69897	18539
kurmapurana_khanda-2_u	vayu_ba	0.01538	60	61	3965	9763
vayupurana_03_kalpas-and-shiva-lineages_iast	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01527	29	29	1899	2789
bhagavatapurana_skandha-09_u	brahmandapurana	0.01526	21	20	1376	18962
devipurana	vayupurana_01_frame-and-cosmogony_iast	0.01521	21	20	6526	1381
matsyapurana_adhyaya-1-176_pu	vayupurana_01_frame-and-cosmogony_iast	0.01521	21	18	12151	1381
nrsimhapurana_pu	vayupurana_01_frame-and-cosmogony_iast	0.01521	21	21	5197	1381
agnipurana_u	sivapurana_umasamhita	0.01521	60	54	15548	3946
bhavisyapurana	mahabharata_13-anusasanaparvan	0.01515	140	133	39479	9240
agnipurana_u	kurmapurana_khanda-2_u	0.01513	60	58	15548	3965
brahmandapurana_khanda-1_u	mahabharata_06-bhismaparvan	0.01511	84	80	5558	7923
lingapurana_khanda-1_u	mahabharata_13-anusasanaparvan	0.01504	139	134	9897	9240
naradapurana_khanda-1_u	saurapurana	0.01500	76	71	19022	5067
kurmapurana_khanda-2_u	vayupurana_07_shraddha-kalpa_iast	0.01475	19	21	3965	1424
matsyapurana_adhyaya-1-176_pu	vayupurana_06_prthu-and-prajapati-lineages_iast	0.01467	29	28	12151	1977
brahmapurana_pu	mahabharata_14-asvamedhikaparvan	0.01461	55	52	20147	3764
mahabharata_09-salyaparvan	padmapurana_a	0.01460	58	72	4933	69897
ramayana_01-balakanda	vayupurana	0.01457	40	39	2746	15778
bhagavatapurana_skandha-09_u	vayu_ba	0.01453	20	20	1376	9763
brahmapurana_pu	mahabharata_16-mausalaparvan	0.01449	6	4	20147	414
garudapurana_khanda-1_u	naradapurana_khanda-1_u	0.01445	158	163	11277	19022
naradapurana_khanda-2_u	skandamahapurana_kasikhanda	0.01438	50	52	3616	18539
matsyapurana_adhyaya-1-176_pu	visnupurana_u	0.01436	106	102	12151	7383
skandamahapurana_kasikhanda	vayupurana_10_gaya-mahatmya_iast	0.01429	13	13	18539	910
bhagavatapurana_skandha-12_u	garudapurana_khanda-1_u	0.01425	12	12	842	11277
kurmapurana_khanda-1_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01398	39	38	4907	2789
vayupurana_03_kalpas-and-shiva-lineages_iast	vayupurana_09_upasamhara_iast	0.01389	18	16	1899	1296
kurmapurana_khanda-1_u	nrsimhapurana_pu	0.01386	67	68	4907	5197
kurmapurana_khanda-1_u	sivapurana_dharmasamhita	0.01386	68	66	4907	7078
sivapurana_sanatkumarasamhita	vayupurana_01_frame-and-cosmogony_iast	0.01376	19	17	4856	1381
padmapurana_a	vayupurana_05_jyotis-and-purvardha-close_iast	0.01375	28	28	69897	2037
skandamahapurana_himavatkhanda	skandamahapurana_revakhanda	0.01371	43	44	3209	9473
vayupurana_03_kalpas-and-shiva-lineages_iast	visnupurana_u	0.01369	25	26	1899	7383
sivapurana_dharmasamhita	sivapurana_sanatkumarasamhita	0.01359	63	66	7078	4856
mahabharata_11-striparvan	mahabharata_12-santiparvan	0.01356	13	15	1106	17549
agnipurana_u	vayupurana	0.01351	203	210	15548	15778
skandapurana	vayu_ba	0.01342	128	131	14008	9763
vayupurana_02_pashupata-yoga_iast	vayupurana_07_shraddha-kalpa_iast	0.01333	5	6	450	1424
padmapurana_a	sivapurana_vidyesvarasamhita_au	0.01328	30	20	69897	2259
sivapurana_rudrasamhita	sivapurana_vidyesvarasamhita_au	0.01328	30	27	14705	2259
brahmandapurana_khanda-2_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.01316	24	25	8444	1899
markandeyapurana_adhyaya-1-93_u	vamanapurana_saromahatmya_u	0.01316	22	20	6627	1672
vamanapurana_saromahatmya_u	vayu_ba	0.01316	13	22	1672	9763
sivapurana_umasamhita	vayupurana_09_upasamhara_iast	0.01312	15	17	3946	1296
vayupurana_06_prthu-and-prajapati-lineages_iast	vayupurana_09_upasamhara_iast	0.01312	17	17	1977	1296
brahmandapurana	ramayana_01-balakanda	0.01311	35	36	18962	2746
brahmandapurana_khanda-2_u	ramayana_01-balakanda	0.01311	35	36	8444	2746
mahabharata_12-santiparvan	mahabharata_13-anusasanaparvan	0.01310	121	115	17549	9240
naradapurana_khanda-1_u	nrsimhapurana_pu	0.01308	67	68	19022	5197
bhavisyapurana	brahmandapurana	0.01308	248	244	39479	18962
brahmandapurana_khanda-2_u	kurmapurana_khanda-1_u	0.01304	63	64	8444	4907
saurapurana	vayupurana_01_frame-and-cosmogony_iast	0.01303	18	18	5067	1381
devipurana	kalikapurana	0.01302	83	85	6526	12508
brahmandapurana_khanda-1_u	sivapurana_umasamhita	0.01292	51	46	5558	3946
kurmapurana_khanda-1_u	sivapurana_umasamhita	0.01292	51	49	4907	3946
agnipurana_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01291	36	35	15548	2789
mahabharata_12-santiparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01291	36	35	17549	2789
markandeyapurana_adhyaya-1-93_u	nrsimhapurana_pu	0.01289	67	64	6627	5197
nrsimhapurana_pu	skandamahapurana_kasikhanda	0.01289	63	67	5197	18539
skandamahapurana_revakhanda	visnudharma_pu	0.01287	76	78	9473	6061
padmapurana_a	skandapurana	0.01285	180	159	69897	14008
agnipurana_u	brahmapurana_pu	0.01280	196	199	15548	20147
matsyapurana_adhyaya-1-176_pu	vayupurana_revakhanda	0.01278	125	132	12151	10332
brahmapurana_pu	vayupurana_05_jyotis-and-purvardha-close_iast	0.01276	26	25	20147	2037
ramayana_01-balakanda	vayu_ba	0.01275	35	34	2746	9763
agnipurana_u	naradapurana_khanda-1_u	0.01273	198	196	15548	19022
devibhagavatapurana	sivapurana_karvanamahatmya_au	0.01272	5	3	28831	393
agnipurana_u	vayu_ba	0.01270	117	124	15548	9763
mahabharata_01-adiparvan	vayupurana_06_prthu-and-prajapati-lineages_iast	0.01265	25	24	10506	1977
skandapurana	vayupurana_07_shraddha-kalpa_iast	0.01264	18	18	14008	1424
agnipurana_u	brahmandapurana_khanda-1_u	0.01259	69	70	15548	5558
bhavisyapurana	nrsimhapurana_pu	0.01251	65	61	39479	5197
agnipurana_u	sivapurana_dharmasamhita	0.01243	88	81	15548	7078
sivapurana_dharmasamhita	sivapurana_vidyesvarasamhita_au	0.01239	28	18	7078	2259
devibhagavatapurana_devigita_adhyaya-31-40	devipurana	0.01236	3	9	728	6526
brahmandapurana_khanda-2_u	mahabharata_01-adiparvan	0.01232	104	104	8444	10506
brahmapurana_pu	mahabharata_03-aranyakaparvan	0.01229	184	178	20147	14972
padmapurana_a	sivapurana_vayaviyasamhita_au	0.01222	71	62	69897	5811
bhavisyapurana	naradapurana_khanda-1_u	0.01214	231	177	39479	19022
padmapurana_a	vayupurana_03_kalpas-and-shiva-lineages_iast	0.01211	23	22	69897	1899
mahabharata_03-aranyakaparvan	mahabharata_12-santiparvan	0.01209	171	181	14972	17549
mahabharata_01-adiparvan	vayupurana	0.01209	119	127	10506	15778
mahabharata_12-santiparvan	padmapurana_a	0.01208	206	212	17549	69897
mahabharata_03-aranyakaparvan	visnudharma_pu	0.01204	73	73	14972	6061
devibhagavatapurana	skandamahapurana_sutasamhita_khanda-4	0.01203	27	27	28831	2245
garudapurana_khanda-2_u	vayupurana	0.01199	43	48	4002	15778
brahmapurana_pu	vamanapurana_u	0.01197	79	73	20147	6598
bhavisyapurana	sivapurana_vayaviyasamhita_au	0.01187	69	65	39479	5811
brahmandapurana	mahabharata_06-bhismaparvan	0.01186	94	91	18962	7923
bhavisyapurana	brahmandapurana_khanda-2_u	0.01184	100	99	39479	8444
mahabharata_01-adiparvan	vayu_ba	0.01178	107	115	10506	9763
brahmapurana_pu	garudapurana_khanda-1_u	0.01171	132	127	20147	11277
garudapurana_khanda-1_u	sivapurana_umasamhita	0.01166	46	46	11277	3946
matsyapurana_adhyaya-1-176_pu	naradapurana_khanda-2_u	0.01162	42	40	12151	3616
bhavisyapurana	skandamahapurana_himavatkhanda	0.01153	37	31	39479	3209
mahabharata_05-udyogaparvan	mahabharata_12-santiparvan	0.01149	101	100	8791	17549
mahabharata_06-bhismaparvan	vayupurana	0.01149	83	91	7923	15778
nilamatapurana_au	padmapurana_a	0.01143	22	24	2100	69897
brahmandapurana	skandapurana_adhyaya-1-31_pu	0.01139	26	26	18962	2282
saurapurana	sivapurana_vayaviyasamhita_au	0.01125	57	56	5067	5811
mahabharata_04-virataparvan	mahabharata_07-dronaparvan	0.01120	28	31	2768	11774
agnipurana_u	markandeyapurana_adhyaya-1-93_u	0.01117	74	70	15548	6627
nrsimhapurana_pu	vayupurana	0.01116	50	58	5197	15778
brahmandapurana	mahabharata_01-adiparvan	0.01114	114	117	18962	10506
mahabharata_02-sabhaparvan	mahabharata_03-aranyakaparvan	0.01099	38	39	3548	14972
brahmandapurana	vayupurana_10_gaya-mahatmya_iast	0.01099	8	10	18962	910
devibhagavatapurana_devigita_adhyaya-31-40	kalikapurana	0.01099	2	8	728	12508
naradapurana_khanda-1_u	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.01099	4	2	19022	364
skandapurana_adhyaya-1-31_pu	vayupurana	0.01096	24	25	2282	15778
mahabharata_09-salyaparvan	skandapurana	0.01095	54	52	4933	14008
vayupurana_04_bhuvana-vinyasa_iast	vayupurana_05_jyotis-and-purvardha-close_iast	0.01094	18	10	1646	2037
bhagavatapurana_skandha-09_u	matsyapurana_adhyaya-1-176_pu	0.01090	15	15	1376	12151
mahabharata_11-striparvan	mahabharata_18-svargarohanaparvan	0.01087	3	3	1106	276
sivapurana_dharmasamhita	vayupurana_01_frame-and-cosmogony_iast	0.01086	15	15	7078	1381
bhavisyapurana	vayupurana_09_upasamhara_iast	0.01080	14	11	39479	1296
padmapurana_a	vayupurana_09_upasamhara_iast	0.01080	14	14	69897	1296
vayupurana_05_jyotis-and-purvardha-close_iast	vayupurana_09_upasamhara_iast	0.01080	11	14	2037	1296
devibhagavatapurana	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.01076	30	28	28831	2789
skandapurana	vayupurana	0.01071	146	150	14008	15778
brahmapurana_pu	skandamahapurana_revakhanda	0.01066	101	94	20147	9473
sivapurana_umasamhita	visnudharma_pu	0.01064	41	42	3946	6061
garudapurana_khanda-1_u	sivapurana_dharmasamhita	0.01060	74	75	11277	7078
kurmapurana_khanda-2_u	skandamahapurana_kasikhanda	0.01059	42	40	3965	18539
garudapurana_khanda-1_u	vayupurana_07_shraddha-kalpa_iast	0.01053	14	15	11277	1424
skandapurana_adhyaya-1-31_pu	vayupurana_07_shraddha-kalpa_iast	0.01053	15	15	2282	1424
devibhagavatapurana	sivapurana_vayaviyasamhita_au	0.01050	60	61	28831	5811
brahmapurana_pu	garudapurana_khanda-2_u	0.01049	42	37	20147	4002
mahabharata_04-virataparvan	mahabharata_06-bhismaparvan	0.01048	25	29	2768	7923
vayupurana_08_manu-candra-vishnu-vamsha_iast	visnupurana_u	0.01040	29	29	2789	7383
bhavisyapurana	skandamahapurana_kasikhanda	0.01036	192	177	39479	18539
brahmapurana_pu	kurmapurana_khanda-2_u	0.01034	41	30	20147	3965
devipurana	garudapurana_khanda-1_u	0.01027	63	67	6526	11277
markandeyapurana_adhyaya-1-93_u	matsyapurana_adhyaya-1-176_pu	0.01026	63	68	6627	12151
ramayana_03-aranyakanda_a	ramayana_06-yuddhakanda	0.01018	33	30	3241	6491
sivapurana_vayaviyasamhita_au	sivapurana_vidyesvarasamhita_au	0.01018	22	23	5811	2259
brahmapurana_pu	sivapurana_karvanamahatmya_au	0.01018	4	2	20147	393
vamanapurana_saromahatmya_u	vayupurana_revakhanda	0.01017	13	17	1672	10332
brahmandapurana_khanda-2_u	visnupurana_u	0.01016	75	74	8444	7383
devibhagavatapurana	sivapurana_umasamhita	0.01014	40	40	28831	3946
lingapurana_khanda-1_u	sivapurana_umasamhita	0.01014	40	39	9897	3946
skandapurana_adhyaya-1-31_pu	vayu_ba	0.01008	22	23	2282	9763
brahmandapurana	nrsimhapurana_pu	0.01001	52	46	18962	5197
garudapurana_khanda-2_u	vayu_ba	0.01000	36	40	4002	9763
padmapurana_a	skandamahapurana_himavatkhanda	0.00997	32	23	69897	3209
brahmandapurana_khanda-2_u	vayupurana_10_gaya-mahatmya_iast	0.00989	7	9	8444	910
mahabharata_06-bhismaparvan	vayu_ba	0.00984	72	78	7923	9763
brahmandapurana_khanda-3_u	kurmapurana_khanda-2_u	0.00984	39	39	6367	3965
lingapurana_khanda-1_u	nrsimhapurana_pu	0.00981	51	48	9897	5197
devibhagavatapurana	padmapurana_a	0.00978	223	282	28831	69897
brahmandapurana_khanda-3_u	brahmapurana_pu	0.00974	62	59	6367	20147
mahabharata_12-santiparvan	vayu_ba	0.00973	84	95	17549	9763
mahabharata_16-mausalaparvan	padmapurana_a	0.00966	1	4	414	69897
kurmapurana_khanda-2_u	skandapurana_adhyaya-1-31_pu	0.00964	22	22	3965	2282
devibhagavatapurana_devigita_adhyaya-31-40	kurmapurana_khanda-1_u	0.00962	7	7	728	4907
devibhagavatapurana_devigita_adhyaya-31-40	markandeyapurana_adhyaya-1-93_u	0.00962	4	7	728	6627
vayupurana_06_prthu-and-prajapati-lineages_iast	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00961	16	19	1977	2789
brahmandapurana	vamanapurana_saromahatmya_u	0.00957	16	14	18962	1672
mahabharata_03-aranyakaparvan	ramayana_05-sundarakanda	0.00957	34	35	14972	3659
mahabharata_08-karnaparvan	mahabharata_09-salyaparvan	0.00953	44	47	5713	4933
bhagavatapurana_skandha-12_u	brahmandapurana	0.00950	7	8	842	18962
brahmapurana_pu	sivapurana_sanatkumarasamhita	0.00947	46	38	20147	4856
matsyapurana_adhyaya-1-176_pu	sivapurana_sanatkumarasamhita	0.00947	41	46	12151	4856
markandeyapurana_adhyaya-1-93_u	sivapurana_vayaviyasamhita_au	0.00946	55	55	6627	5811
bhagavatapurana_skandha-09_u	devibhagavatapurana	0.00945	13	13	1376	28831
kalikapurana	padmapurana_a	0.00943	56	118	12508	69897
vayupurana_01_frame-and-cosmogony_iast	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00941	13	12	1381	1977
vayupurana_01_frame-and-cosmogony_iast	visnudharma_pu	0.00941	13	12	1381	6061
matsyapurana_adhyaya-1-176_pu	sivapurana_umasamhita	0.00938	37	37	12151	3946
brahmandapurana_khanda-1_u	garudapurana_khanda-1_u	0.00936	52	50	5558	11277
mahabharata_03-aranyakaparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00932	25	26	14972	2789
garudapurana_khanda-1_u	vayu_ba	0.00932	84	91	11277	9763
mahabharata_02-sabhaparvan	ramayana_02-ayodhyakanda_a	0.00930	33	31	3548	4574
brahmandapurana	skandapurana	0.00928	129	130	18962	14008
kurmapurana_khanda-1_u	vayupurana_09_upasamhara_iast	0.00926	12	12	4907	1296
mahabharata_12-santiparvan	vayupurana_09_upasamhara_iast	0.00926	12	12	17549	1296
matsyapurana_adhyaya-1-176_pu	vayupurana_09_upasamhara_iast	0.00926	12	12	12151	1296
agnipurana_u	garudapurana_khanda-2_u	0.00925	37	35	15548	4002
bhagavatapurana_skandha-06_u	garudapurana_khanda-1_u	0.00924	11	11	1190	11277
nrsimhapurana_pu	vayu_ba	0.00924	40	48	5197	9763
vayupurana_03_kalpas-and-shiva-lineages_iast	vayupurana_04_bhuvana-vinyasa_iast	0.00911	12	15	1899	1646
kurmapurana_khanda-2_u	skandamahapurana_revakhanda	0.00908	35	36	3965	9473
agnipurana_u	nilamatapurana_au	0.00905	18	19	15548	2100
brahmapurana_pu	nilamatapurana_au	0.00905	18	19	20147	2100
brahmapurana_pu	nrsimhapurana_pu	0.00904	47	47	20147	5197
ramayana_05-sundarakanda	ramayana_06-yuddhakanda	0.00902	33	31	3659	6491
brahmandapurana_khanda-1_u	brahmandapurana_khanda-2_u	0.00900	45	50	5558	8444
brahmandapurana	garudapurana_khanda-2_u	0.00900	36	34	18962	4002
skandamahapurana_revakhanda	vamanapurana_saromahatmya_u	0.00897	15	14	9473	1672
mahabharata_06-bhismaparvan	matsyapurana_adhyaya-1-176_pu	0.00896	71	70	7923	12151
mahabharata_06-bhismaparvan	vayupurana_02_pashupata-yoga_iast	0.00889	4	4	7923	450
saurapurana	vayupurana_02_pashupata-yoga_iast	0.00889	4	3	5067	450
sivapurana_vayaviyasamhita_au	vayupurana_02_pashupata-yoga_iast	0.00889	4	4	5811	450
vayupurana_02_pashupata-yoga_iast	vayupurana_04_bhuvana-vinyasa_iast	0.00889	3	4	450	1646
mahabharata_12-santiparvan	vayupurana	0.00887	128	140	17549	15778
sivapurana_umasamhita	skandamahapurana_kasikhanda	0.00887	35	35	3946	18539
agnipurana_u	brahmandapurana	0.00881	136	137	15548	18962
mahabharata_03-aranyakaparvan	vayupurana_10_gaya-mahatmya_iast	0.00879	8	8	14972	910
sivapurana_rudrasamhita	skandapurana_adhyaya-1-31_pu	0.00876	20	10	14705	2282
ramayana_01-balakanda	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00874	24	23	2746	2789
sivapurana_umasamhita	skandamahapurana_himavatkhanda	0.00873	28	28	3946	3209
bhagavatapurana_skandha-09_u	brahmapurana_pu	0.00872	11	12	1376	20147
bhagavatapurana_skandha-09_u	lingapurana_khanda-1_u	0.00872	11	12	1376	9897
bhavisyapurana	skandapurana	0.00871	122	116	39479	14008
mahabharata_01-adiparvan	vayupurana_01_frame-and-cosmogony_iast	0.00869	11	12	10506	1381
bhagavatapurana_skandha-10_u	sivapurana_rudrasamhita	0.00867	51	52	5997	14705
brahmandapurana	garudapurana_khanda-1_u	0.00860	97	95	18962	11277
devipurana	naradapurana_khanda-1_u	0.00858	54	56	6526	19022
garudapurana_khanda-1_u	nilamatapurana_au	0.00857	17	18	11277	2100
sivapurana_dharmasamhita	vayupurana_04_bhuvana-vinyasa_iast	0.00851	13	14	7078	1646
vayupurana_04_bhuvana-vinyasa_iast	vayupurana_09_upasamhara_iast	0.00849	11	6	1646	1296
vayupurana_08_manu-candra-vishnu-vamsha_iast	vayupurana_09_upasamhara_iast	0.00849	11	7	2789	1296
brahmandapurana_khanda-1_u	devipurana	0.00846	47	47	5558	6526
brahmapurana_pu	sivapurana_vayaviyasamhita_au	0.00843	49	41	20147	5811
brahmandapurana	devipurana	0.00843	55	52	18962	6526
markandeyapurana_adhyaya-1-93_u	vayupurana_07_shraddha-kalpa_iast	0.00843	11	12	6627	1424
skandamahapurana_kasikhanda	vayupurana_07_shraddha-kalpa_iast	0.00843	12	12	18539	1424
brahmapurana_pu	visnudharma_pu	0.00841	51	43	20147	6061
ramayana_04-kiskindhakanda	ramayana_06-yuddhakanda	0.00840	22	24	2856	6491
padmapurana_a	ramayana_01-balakanda	0.00838	23	22	69897	2746
skandapurana	vamanapurana_saromahatmya_u	0.00837	14	12	14008	1672
kurmapurana_khanda-1_u	skandapurana	0.00836	37	41	4907	14008
skandamahapurana_kasikhanda	skandapurana	0.00835	117	97	18539	14008
devipurana	vayupurana_05_jyotis-and-purvardha-close_iast	0.00835	17	17	6526	2037
mahabharata_12-santiparvan	vayupurana_05_jyotis-and-purvardha-close_iast	0.00835	16	17	17549	2037
nrsimhapurana_pu	vayupurana_05_jyotis-and-purvardha-close_iast	0.00835	14	17	5197	2037
bhagavatapurana_skandha-12_u	vayu_ba	0.00831	3	7	842	9763
bhagavatapurana_skandha-12_u	vayupurana	0.00831	3	7	842	15778
mahabharata_12-santiparvan	visnudharma_pu	0.00825	50	46	17549	6061
devibhagavatapurana_devigita_adhyaya-31-40	skandapurana	0.00824	3	6	728	14008
mahabharata_02-sabhaparvan	padmapurana_a	0.00817	27	29	3548	69897
kurmapurana_khanda-2_u	sivapurana_satarudrasamhita_au	0.00816	12	12	3965	1470
sivapurana_satarudrasamhita_au	sivapurana_umasamhita	0.00816	12	11	1470	3946
kurmapurana_khanda-1_u	vayupurana_revakhanda	0.00815	36	40	4907	10332
mahabharata_11-striparvan	naradapurana_khanda-1_u	0.00814	9	9	1106	19022
devibhagavatapurana	vayupurana_revakhanda	0.00813	81	84	28831	10332
mahabharata_03-aranyakaparvan	mahabharata_09-salyaparvan	0.00811	38	40	14972	4933
bhagavatapurana_skandha-04_u	sivapurana_rudrasamhita	0.00810	16	16	1975	14705
brahmandapurana	nilamatapurana_au	0.00810	17	17	18962	2100
bhagavatapurana_skandha-01_u	padmapurana_a	0.00809	8	9	1113	69897
sivapurana_sanatkumarasamhita	skandamahapurana_kasikhanda	0.00803	20	39	4856	18539
mahabharata_13-anusasanaparvan	naradapurana_khanda-2_u	0.00802	29	29	9240	3616
garudapurana_khanda-2_u	matsyapurana_adhyaya-1-176_pu	0.00800	29	32	4002	12151
bhagavatapurana_skandha-09_u	garudapurana_khanda-1_u	0.00799	11	11	1376	11277
bhagavatapurana_skandha-09_u	mahabharata_01-adiparvan	0.00799	9	11	1376	10506
mahabharata_13-anusasanaparvan	mahabharata_14-asvamedhikaparvan	0.00797	30	27	9240	3764
agnipurana_u	sivapurana_vayaviyasamhita_au	0.00792	46	43	15548	5811
sivapurana_vayaviyasamhita_au	visnupurana_u	0.00792	46	46	5811	7383
agnipurana_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00790	13	15	15548	1899
